#Entropy	P318.871868	P2477463190.000000	P10616202800.000000	P37130030300.000000	P131632621000.000000	P506485527000.000000	P639214903000.000000	P782079315000.000000	P952433604000.000000	P1141842300000.000000	P1358868850000.000000	P1586897850000.000000	P1835548490000.000000	P2104786810000.000000	P2396120650000.000000	P2614561580000.000000	P2962072790000.000000	P3499668870000.000000	P4134904600000.000000	P4858271530000.000000	P5663806720000.000000	P6549142300000.000000	P7512178540000.000000	P8551043990000.000000	P9664062550000.000000	P10851977700000.000000	P12122947400000.000000	P13464435400000.000000	P14875306900000.000000	P16354524000000.000000
275609756.000000	27809.261977	37219.099072	68131.454928	168835.606929	290781.300596	409709.098560	433742.957607	455601.393805	477437.614777	498321.524783	519424.241554	539040.355427	558185.769937	576853.724007	595194.040754	608131.914429	626822.264545	652587.056504	679528.748465	708547.583710	737293.852437	764458.661129	790531.080584	815473.210855	840377.521716	865663.006142	891564.090745	917023.550602	942123.240533	966760.910475
297560976.000000	32770.275505	41495.069798	70156.984262	163529.802700	334050.916657	463484.216964	488728.312772	512732.410964	536449.796280	559329.469088	582642.485886	604715.778640	627115.040253	648167.343660	668403.525409	682501.038518	703611.286683	733443.491089	765108.623732	796886.551434	827501.408328	856724.000450	883991.524321	909983.592638	934894.847022	961683.641704	989729.333994	1024720.705955	1063678.973098	1101616.752877
319512195.000000	37881.766873	46072.261129	72978.940863	160633.676026	380250.503295	517886.792719	546660.212149	572915.773482	600653.564255	626311.634121	653402.892263	679070.846450	700462.072831	722106.373028	744154.167150	759546.751098	783214.328762	819156.223627	857535.639575	892744.906771	924758.357970	954768.306344	983567.533480	1016320.280049	1057113.191896	1096566.129549	1134968.543868	1174407.948595	1216313.567611	1257816.688485
341463415.000000	43446.382834	51121.003414	76332.981050	158466.831994	428082.224439	577774.003619	610150.677008	637680.871388	667436.887201	697122.220439	724050.771025	748895.786884	769812.328048	795090.272999	825029.709403	846565.665698	880540.451609	921980.659939	961410.461903	999473.655672	1045623.724555	1093811.760144	1140423.135267	1185416.682653	1229241.374175	1272031.623743	1313582.665292	1353502.149539	1391882.092369	1428812.252470
363414634.000000	49553.722267	56796.788585	80591.062729	158106.416503	434392.507250	635712.294898	668521.861266	700859.884279	736947.631914	772207.865410	803321.122036	835724.979868	870690.518385	905339.601117	939147.504864	962995.061925	998183.798740	1050210.935751	1106371.101218	1162029.403983	1216142.239123	1268399.572675	1318702.355027	1367058.362281	1413528.628077	1458278.214775	1501841.081687	1544133.497129	1584785.220868	1623856.013799
385365854.000000	56048.587648	62893.678414	85380.558841	158636.775065	419742.125399	702898.375233	744130.210531	788510.453119	833729.006417	873267.978271	918046.899635	952701.962190	990491.030614	1032614.154649	1078424.913497	1111643.585444	1154298.488976	1216819.519960	1279343.220112	1338191.165800	1395703.808084	1451347.926206	1504876.497182	1556251.413908	1605531.181179	1652900.847068	1698776.307877	1742827.435315	1785247.977332	1826212.058899
407317073.000000	62746.369648	69280.839259	90747.294833	160679.240981	409935.976309	798902.400148	861592.867068	902303.550125	950847.756270	1002734.154437	1051010.540057	1101734.361344	1153077.385898	1197888.554886	1246377.231892	1279539.387941	1325380.018213	1392600.468767	1458227.385682	1521834.183753	1583598.986454	1642574.451963	1699155.636857	1753079.160523	1804342.000800	1853729.249379	1901622.771821	1947621.749563	2002510.605265	2067128.111442
429268293.000000	69660.656280	75988.220294	96774.968090	164492.608874	405856.949432	902841.836533	973611.271682	1049784.565379	1101806.498944	1158259.208212	1222943.338294	1279375.246921	1327138.988301	1378857.453559	1428910.106136	1460113.468259	1509753.973485	1576652.890622	1648154.877448	1713162.391083	1777750.429649	1840011.807864	1899071.209103	1954375.957506	2028873.147479	2112503.031580	2200349.766774	2282657.116597	2363311.549824	2441923.348543
451219512.000000	76462.088954	82680.161692	103107.218534	169653.082806	406840.888832	1050514.109063	1117003.920831	1188570.804880	1273908.542091	1341249.460212	1397132.712380	1455849.040444	1519875.337765	1566805.088042	1616066.861232	1653003.138697	1704173.446871	1771699.131932	1842888.240327	1913743.265997	1991294.624844	2079984.259736	2184403.770584	2288324.978520	2393782.513649	2489447.585161	2584960.767060	2674168.874007	2758275.214379	2840927.395859
473170732.000000	82862.959869	88859.989412	108560.894904	172741.153129	401497.287042	1237897.481532	1295909.743510	1358351.743509	1432808.792433	1515593.984561	1591890.702780	1643917.744688	1700649.815030	1762079.165499	1815502.135490	1848705.394172	1901527.475640	1984122.606309	2083463.531539	2193405.015981	2304470.771978	2421743.322773	2533799.602784	2648398.982776	2760119.374362	2871028.963663	2982903.447295	3080771.530658	3177867.421219	3264067.712407
495121951.000000	89105.176386	94952.240141	114160.491432	176735.814603	399771.517521	1284462.410771	1493954.803852	1549186.456428	1615045.747578	1688271.508605	1772174.384356	1849160.001410	1908521.684104	1972798.372557	2042350.041389	2094499.600200	2166713.912731	2274453.092415	2401760.152495	2514944.643973	2637720.422832	2758324.886892	2883011.581683	3006684.274329	3132620.566012	3253480.869887	3371223.812757	3483149.459700	3590154.015504	3689760.513095
517073171.000000	94978.511545	100726.403985	119608.866530	181122.857478	400375.679761	1270061.441521	1578003.161131	1756570.317080	1824216.402741	1899428.814180	1985608.015644	2076156.186505	2174893.016625	2247832.914219	2326540.723839	2385555.519825	2479440.412007	2613349.380055	2724840.777864	2851800.245579	2984309.007851	3124448.545148	3271549.269106	3403673.579749	3545228.783046	3666376.845477	3789931.027878	3903820.107511	4015629.675665	4145606.238201
539024390.000000	101916.057050	107589.650937	126228.034514	186946.881748	403365.592623	1261809.600171	1565770.795693	1892942.057834	2037441.837790	2123815.193297	2222782.726223	2326767.550040	2440156.167245	2562933.091540	2673850.198945	2728509.367075	2815465.019821	2949984.473309	3108567.090438	3252358.418754	3412483.204906	3584051.606974	3719988.355913	3866628.727264	4019366.081017	4178004.289514	4347733.883637	4512044.755135	4682965.911680	4852937.410540
560975610.000000	118185.176566	123721.983566	141911.007090	201165.959973	412366.947807	1250114.394232	1546747.270834	1866030.633514	2246750.292647	2470637.504448	2563322.262006	2660705.796790	2766896.142095	2881878.794744	3006297.702608	3099586.494406	3223041.151874	3369641.685964	3542868.204453	3740127.786928	3931087.447606	4119207.666521	4323838.082812	4531174.102809	4723748.311450	4929281.110421	5144469.852052	5350548.579342	5567285.965804	5794522.569749
582926829.000000	132695.807241	138144.627676	156044.605599	214357.925554	422202.674036	1246637.299461	1538556.320586	1852765.884146	2227435.447042	2644012.415873	2929371.373750	3033376.539605	3146787.338464	3269588.281002	3402467.100575	3502099.099812	3660600.698435	3905800.955697	4109431.470414	4340926.101474	4598716.531036	4882044.984351	5132031.083461	5383923.942178	5653796.645022	5941829.462984	6192428.586128	6446925.553759	6714585.434777	6991607.185010
604878049.000000	146156.270530	151539.183002	169222.645978	226830.618391	432161.313782	1246623.724686	1535011.745279	1845420.685872	2215558.312408	2627096.440354	3098641.316528	3551371.721920	3680059.133470	3819401.555798	3970179.361021	4083231.947004	4263083.959850	4541313.076794	4870074.916368	5204629.782452	5488307.382814	5800087.520996	6139230.755228	6505078.034916	6851237.357087	7146276.980837	7461944.663066	7795126.805565	8145541.560793	8443515.670270
626829268.000000	159720.929388	165079.929938	182684.839603	240036.906433	444455.483775	1255299.897557	1542406.843646	1851436.888616	2219930.293331	2629640.290546	3099090.474587	3592340.060946	4130196.321896	4532510.294146	4704470.919987	4833406.298837	5038525.776747	5355843.388621	5730793.080999	6157762.464287	6633231.896227	7109408.613606	7448973.541334	7815275.718548	8207724.155261	8626581.001247	9074722.739221	9466664.979433	9816756.948190	10183808.112493
648780488.000000	173932.553056	179324.124460	197036.032986	254736.673361	460397.662914	1276170.214904	1565022.135352	1875930.398568	2246663.427058	2658863.553646	3131166.955085	3627414.406499	4168539.642291	4754468.757110	5388483.183392	5863864.625213	6224269.903622	6546480.114965	6927211.013926	7360763.675608	7843564.189731	8374193.364597	8951392.719216	9574040.593066	10012130.888312	10431092.150631	10879345.605334	11352469.890235	11850064.777050	12371764.212788
670731707.000000	190292.376456	195715.862008	213532.612040	271574.797879	478453.149628	1299054.476716	1589616.188645	1902364.800712	2275292.296780	2689932.345748	3165031.436865	3664216.309169	4208544.609415	4797941.994785	5435709.321389	5913904.672630	6674651.503024	7851518.614426	8604249.819227	9038472.852296	9522019.886229	10053469.534932	10631561.371517	11255172.001119	11923295.293658	12636377.545652	13379724.017814	13853575.563804	14351935.326595	14874436.690520
692682927.000000	208286.717989	213735.955164	231637.302128	289955.082050	497815.727084	1322313.407592	1614254.755507	1928488.350700	2303186.569380	2719795.399191	3197150.340875	3698705.427095	4245618.289862	4837814.233366	5478609.786738	5959075.690110	6723434.674686	7905889.749505	9303105.504212	10894167.882000	11828689.642795	12361211.609517	12940469.875123	13565338.778048	14234810.158121	14949331.212361	15713808.885662	16520702.728215	17369330.167285	18259066.914680
714634146.000000	224785.325528	230256.325994	248229.167774	306779.858604	515470.662324	1343261.240874	1636368.550944	1951857.139589	2328051.836742	2746324.528602	3225585.941571	3729144.150177	4278241.286275	4872802.355732	5516157.133311	5998541.932600	6765953.631893	7953131.223333	9355927.210866	10953344.010640	12732213.616021	14687307.041330	16128257.513313	16752752.296071	17421822.851679	18135916.109409	18899936.076282	19706346.817088	20554466.167763	21443670.213885
736585366.000000	240863.608899	246352.193722	264382.802058	323121.680811	532483.238171	1362934.420510	1656983.807525	1973486.408840	2350890.234320	2770507.297496	3251309.105783	3756485.802099	4307347.792688	4903819.842380	5549242.428175	6033177.661666	6803055.900840	7994049.202775	9401353.920435	11003904.981580	12788492.056253	14749869.352279	16883385.116308	19184893.327755	21650680.745492	22556645.717170	23320549.875920	24126838.383122	24974829.178112	25863898.441040
758536585.000000	260724.683794	266226.344953	284299.910500	343178.732308	553039.085295	1385468.784722	1680218.732769	1997475.389010	2375778.364173	2796395.148400	3278342.447974	3784722.707783	4336897.105272	4934790.226025	5581750.505597	6066838.695636	6838551.139257	8032381.935615	9443039.501090	11049408.576737	12838247.359514	14804297.559351	16942896.340282	19249887.803990	21721549.862699	24359533.550250	27181955.114593	30160975.510995	31037511.813983	31927147.143266
780487805.000000	296860.201298	302370.263227	320471.426235	379440.153154	589620.952743	1423321.732033	1718521.748985	2036262.840786	2415143.466283	2836402.511984	3319085.721759	3826239.199717	4379256.740787	4978062.815398	5626010.972006	6111839.868233	6884730.679407	8080384.397613	9493195.968917	11102017.892398	12893588.145420	14862640.408761	17004504.726527	19315018.854547	21790455.021597	24432466.782565	27259198.048039	30242767.264408	33380650.551961	36670539.543801
802439024.000000	333135.919175	338653.355120	356778.742584	415826.386278	626288.467007	1461104.972882	1756700.050647	2074866.369570	2454254.044115	2876076.853132	3359406.029066	3867238.221297	4420995.855680	5020603.301568	5669418.595405	6155897.667606	6929822.824490	8127076.664314	9541778.975641	11152753.956233	12946721.835130	14918409.245291	17063139.981107	19376746.228149	21855495.226385	24501042.743627	27331556.972126	30319119.044896	33461201.704565	36755493.494990
824390244.000000	385848.746331	391371.305902	409513.525045	468616.001827	679273.522800	1514865.259730	1810734.834324	2129196.610284	2508936.593516	2931151.117525	3414929.124770	3923232.902413	4477504.769700	5077669.025748	5727086.825358	6214017.653941	6988661.496682	8187027.135747	9603043.174291	11215514.145709	13011147.947119	14984666.314503	17131388.699811	19447143.418282	21928194.243552	24576198.481017	27409341.194357	30399677.590445	33544678.065031	36842029.015502
846341463.000000	458822.309465	464348.289669	482501.745970	541640.830392	752428.831088	1588538.127411	1884590.961449	2203249.990298	2583225.181690	3005701.222279	3489778.878073	3998397.495348	4553012.674563	5153548.667950	5803368.712182	6290601.142149	7065724.793604	8264832.691556	9681725.800048	11295195.524158	13091941.527975	15066682.278160	17214734.327569	19531923.407527	22014510.977480	24664155.369347	27499052.910504	30491241.499022	33638189.963835	36937583.269298
868292683.000000	500446.317405	505975.571767	524139.784039	583313.908526	794226.801672	1630831.494975	1927059.741104	2245907.576273	2626107.903976	3048834.262741	3533198.735832	4042118.710989	4597062.501172	5197954.313730	5848159.378064	6335680.494540	7111263.408819	8311081.781386	9728814.402809	11343240.112017	13141050.692614	15116961.481940	17266286.257895	19584848.278539	22068906.788223	24720121.101432	27556698.326913	30550659.795119	33699472.835258	37000821.040021
890243902.000000	530623.375547	536155.148838	554327.636069	613528.718150	824537.695595	1661523.515786	1957886.712807	2276879.803537	2657253.336780	3080172.274410	3564757.406465	4073909.227186	4629105.829721	5230271.386890	5880772.661174	6368515.874666	7144452.116515	8344817.083008	9763195.572219	11378356.755485	13176986.353664	15153797.296597	17304101.227308	19623719.501087	22108909.658130	24761331.768846	27599201.236484	30594526.645424	33744774.171082	37047626.350877
912195122.000000	568500.150764	574033.476796	592211.064958	651428.764502	862496.971163	1699717.729296	1996164.114058	2315246.744632	2695727.046918	3118764.695883	3603485.848681	4112780.585898	4668133.029480	5269467.330964	5920151.197863	6408031.318557	7184185.362020	8384887.265253	9803663.886565	11419278.437897	13218412.902855	15195778.727223	17346686.238027	19666955.617629	22152843.355735	24806009.988730	27644676.032838	30640842.215383	33791974.000547	37095753.275249
934146341.000000	620546.423612	626080.549342	644260.764600	703487.022514	914585.733568	1751927.490078	2048416.718416	2367545.464044	2748080.754813	3171179.542813	3655970.749384	4165339.091843	4720771.797105	5322193.005745	5972970.911990	6460921.543003	7237187.759246	8438063.192556	9857044.860944	11472892.907131	13272287.389950	15249938.990864	17401157.359128	19721762.073022	22208009.081225	24861559.160108	27700635.459196	30697234.659249	33848821.858149	37153078.607792
956097561.000000	735466.531441	740999.889359	759177.582266	818395.623040	1029465.045944	1866690.628406	2163138.721386	2482223.190614	2862705.685348	3285745.771990	3770469.717903	4279767.389837	4835123.033535	5436460.800097	6087148.416442	6575031.348455	7351189.864362	8551898.686418	9970683.483168	11586307.344181	13385452.176319	15362829.394892	17513749.299903	19834032.049629	22319934.112204	24973116.033581	27811798.434979	30807981.882378	33959131.825357	37262930.137477
978048780.000000	917904.712734	923436.125908	941607.430115	1000804.658222	1211799.899042	2048731.231694	2345075.135555	2664047.459924	3044396.230958	3467287.636685	3951841.222385	4460959.897466	5016120.356859	5617246.778321	6267705.705156	6755417.166703	7531302.895321	8731589.718395	10149875.871568	11764931.908297	13563444.416199	15540126.669298	17690290.615832	20009757.883118	22494786.254984	25147035.693770	27984720.416909	30979850.831013	34129893.276448	37432530.441500
